"";"x"
"581";"A"
"582";"A"
"583";"A"
"584";"D"
"585";"D"
"586";"D"
"587";"B"
"588";"E"
"589";"B"
"590";"A"
"591";"A"
"592";"A"
"593";"A"
"594";"A"
"595";"C"
"596";"A"
"597";"C"
"598";"A"
"599";"D"
"600";"D"
"601";"B"
"602";"E"
"603";"E"
"604";"D"
"605";"A"
"606";"A"
"607";"D"
"608";"C"
"609";"E"
"610";"D"
"611";"D"
"612";"A"
"613";"A"
"614";"D"
"615";"D"
"616";"C"
"617";"C"
"618";"C"
"619";"C"
"620";"A"
"621";"A"
"622";"A"
"623";"A"
"624";"D"
"625";"D"
"626";"B"
"627";"B"
"628";"A"
"629";"A"
"630";"A"
"631";"D"
"632";"A"
"633";"A"
"634";"A"
"635";"A"
"636";"A"
"637";"A"
"638";"A"
"639";"C"
"640";"A"
"641";"A"
"642";"D"
"643";"B"
"644";"E"
"645";"E"
"646";"A"
"647";"C"
"648";"A"
"649";"A"
"650";"A"
"651";"A"
"652";"C"
"653";"C"
"654";"C"
"655";"C"
"656";"C"
"657";"C"
"658";"C"
"659";"C"
"660";"C"
"661";"C"
"662";"A"
"663";"A"
"664";"C"
"665";"C"
"666";"C"
"667";"C"
"668";"C"
"669";"A"
"670";"B"
"671";"B"
"672";"B"
"673";"B"
"674";"B"
"675";"A"
"676";"C"
"677";"C"
"678";"C"
"679";"C"
"680";"C"
"681";"C"
"682";"C"
"683";"C"
"684";"C"
"685";"C"
"686";"C"
"687";"E"
"688";"E"
"689";"B"
"690";"A"
"691";"A"
"692";"A"
"693";"A"
"694";"A"
"695";"A"
"696";"A"
"697";"A"
"698";"A"
"699";"A"
"700";"A"
"701";"A"
"702";"A"
"703";"A"
"704";"A"
"705";"A"
"706";"A"
"707";"A"
"708";"A"
"709";"A"
"710";"A"
"711";"A"
"712";"A"
"713";"A"
"714";"A"
"715";"A"
"716";"A"
"717";"A"
"718";"A"
"719";"A"
"720";"A"
"721";"A"
"722";"A"
"723";"A"
"724";"A"
"725";"A"
"726";"A"
"727";"A"
"728";"A"
"729";"A"
"730";"A"
"731";"A"
"732";"A"
"733";"A"
"734";"A"
"735";"A"
"736";"A"
"737";"A"
"738";"A"
"739";"A"
"740";"A"
"741";"A"
"742";"A"
"743";"A"
"744";"A"
"745";"A"
"746";"A"
"747";"A"
"748";"A"
"749";"A"
"750";"A"
"751";"A"
"752";"A"
"753";"A"
"754";"A"
"755";"A"
"756";"A"
"757";"A"
"758";"A"
"759";"A"
"760";"A"
"761";"A"
"762";"A"
"763";"A"
"764";"A"
"765";"A"
"766";"A"
"767";"A"
"768";"A"
"769";"A"
"770";"A"
"771";"A"
"772";"A"
"773";"A"
"774";"A"
"775";"A"
"776";"A"
"777";"A"
"778";"A"
"779";"A"
"780";"A"
"781";"A"
"782";"A"
"783";"A"
"784";"A"
"785";"A"
"786";"A"
"787";"A"
"788";"A"
"789";"A"
"790";"A"
"791";"A"
"792";"A"
"793";"A"
"794";"A"
"795";"A"
"796";"A"
"797";"A"
"798";"A"
"799";"A"
"800";"A"
"801";"A"
"802";"A"
"803";"A"
"804";"A"
"805";"A"
"806";"A"
"807";"A"
"808";"A"
"809";"A"
"810";"A"
"811";"A"
"812";"A"
"813";"A"
"814";"A"
"815";"A"
"816";"A"
"817";"A"
"818";"A"
"819";"A"
"820";"A"
"821";"A"
"822";"A"
"823";"A"
"824";"A"
"825";"A"
"826";"A"
"827";"A"
"828";"A"
"829";"A"
"830";"A"
"831";"A"
"832";"A"
"833";"A"
"834";"A"
"835";"A"
"836";"A"
"837";"A"
"838";"A"
"839";"A"
"840";"A"
"841";"A"
"842";"A"
"843";"A"
"844";"A"
"845";"A"
"846";"A"
"847";"A"
"848";"A"
"849";"A"
"850";"A"
"851";"A"
"852";"A"
"853";"A"
"854";"A"
"855";"A"
"856";"A"
"857";"A"
"858";"A"
"859";"A"
"860";"A"
"861";"A"
"862";"A"
"863";"A"
"864";"A"
"865";"A"
"866";"A"
"867";"A"
"868";"A"
"869";"A"
"870";"A"
"871";"A"
"872";"A"
"873";"A"
"874";"A"
"875";"A"
"876";"A"
"877";"A"
"878";"A"
"879";"A"
"880";"A"
"881";"A"
"882";"A"
"883";"A"
"884";"A"
"885";"A"
"886";"D"
"887";"D"
"888";"D"
"889";"D"
"890";"D"
"891";"D"
"892";"D"
"893";"D"
"894";"D"
"895";"D"
"896";"A"
"897";"A"
"898";"A"
"899";"A"
"900";"A"
"901";"A"
"902";"A"
"903";"A"
"904";"A"
"905";"A"
"906";"D"
"907";"D"
"908";"D"
"909";"D"
"910";"D"
"911";"D"
"912";"D"
"913";"D"
"914";"D"
"915";"D"
"916";"D"
"917";"D"
"918";"A"
"919";"D"
"920";"D"
"921";"D"
"922";"D"
"923";"D"
"924";"D"
"925";"D"
"926";"A"
"927";"A"
"928";"A"
"929";"A"
"930";"A"
"931";"A"
"932";"A"
"933";"A"
"934";"A"
"935";"D"
"936";"D"
"937";"D"
"938";"D"
"939";"D"
"940";"D"
"941";"D"
"942";"D"
"943";"D"
"944";"D"
"945";"D"
"946";"D"
"947";"D"
"948";"D"
"949";"A"
"950";"A"
"951";"A"
"952";"A"
"953";"A"
"954";"A"
"955";"A"
"956";"D"
"957";"D"
"958";"D"
"959";"D"
"960";"D"
"961";"D"
"962";"A"
"963";"A"
"964";"A"
"965";"A"
"966";"A"
"967";"A"
"968";"A"
"969";"A"
"970";"A"
"971";"D"
"972";"D"
"973";"D"
"974";"D"
"975";"A"
"976";"A"
"977";"A"
"978";"A"
"979";"A"
"980";"A"
"981";"A"
"982";"A"
"983";"A"
"984";"A"
"985";"A"
"986";"A"
"987";"A"
"988";"A"
"989";"A"
"990";"A"
"991";"A"
"992";"A"
"993";"A"
"994";"A"
"995";"A"
"996";"A"
"997";"A"
"998";"A"
"999";"A"
"1000";"A"
"1001";"A"
"1002";"A"
"1003";"A"
"1004";"A"
"1005";"A"
"1006";"A"
"1007";"A"
"1008";"A"
"1009";"A"
"1010";"A"
"1011";"A"
"1012";"A"
"1013";"A"
"1014";"A"
"1015";"A"
"1016";"A"
"1017";"A"
"1018";"A"
"1019";"A"
"1020";"A"
"1021";"A"
"1022";"A"
"1023";"A"
"1024";"A"
"1025";"A"
"1026";"A"
"1027";"A"
"1028";"A"
"1029";"A"
"1030";"A"
"1031";"A"
"1032";"A"
"1033";"A"
"1034";"A"
"1035";"A"
"1036";"A"
"1037";"A"
"1038";"A"
"1039";"A"
"1040";"A"
"1041";"A"
"1042";"A"
"1043";"A"
"1044";"A"
"1045";"A"
"1046";"A"
"1047";"A"
"1048";"A"
"1049";"A"
"1050";"A"
"1051";"A"
"1052";"A"
"1053";"A"
"1054";"A"
"1055";"A"
"1056";"A"
"1057";"A"
"1058";"A"
"1059";"A"
"1060";"A"
"1061";"A"
"1062";"A"
"1063";"A"
"1064";"A"
"1065";"A"
"1066";"A"
"1067";"A"
"1068";"A"
"1069";"A"
"1070";"A"
"1071";"A"
"1072";"A"
"1073";"A"
"1074";"A"
"1075";"A"
"1076";"A"
"1077";"A"
"1078";"A"
"1079";"A"
"1080";"A"
"1081";"A"
"1082";"E"
"1083";"A"
"1084";"A"
"1085";"A"
"1086";"D"
"1087";"E"
"1088";"A"
"1089";"A"
"1090";"A"
"1091";"A"
"1092";"A"
"1093";"A"
"1094";"A"
"1095";"D"
"1096";"D"
"1097";"D"
"1098";"D"
"1099";"D"
"1100";"E"
"1101";"A"
"1102";"B"
"1103";"A"
"1104";"A"
"1105";"A"
"1106";"A"
"1107";"A"
"1108";"D"
"1109";"D"
"1110";"E"
"1111";"A"
"1112";"E"
"1113";"A"
"1114";"A"
"1115";"A"
"1116";"A"
"1117";"A"
"1118";"A"
"1119";"A"
"1120";"D"
"1121";"D"
"1122";"D"
"1123";"D"
"1124";"D"
"1125";"E"
"1126";"E"
"1127";"A"
"1128";"A"
"1129";"A"
"1130";"A"
"1131";"A"
"1132";"A"
"1133";"A"
"1134";"A"
"1135";"A"
"1136";"A"
"1137";"A"
"1138";"D"
"1139";"D"
"1140";"A"
"1141";"A"
"1142";"A"
"1143";"E"
"1144";"A"
"1145";"A"
"1146";"A"
"1147";"A"
"1148";"A"
"1149";"A"
"1150";"C"
"1151";"A"
"1152";"A"
"1153";"D"
"1154";"C"
"1155";"A"
"1156";"A"
"1157";"A"
"1158";"A"
"1159";"A"
"1160";"A"
"1161";"A"
"1162";"A"
"1163";"A"
"1164";"A"
"1165";"D"
"1166";"D"
"1167";"A"
"1168";"A"
"1169";"A"
"1170";"D"
"1171";"D"
"1172";"C"
"1173";"A"
"1174";"A"
"1175";"A"
"1176";"A"
"1177";"A"
"1178";"A"
"1179";"A"
"1180";"A"
"1181";"A"
"1182";"A"
"1183";"A"
"1184";"D"
"1185";"E"
"1186";"E"
"1187";"D"
"1188";"A"
"1189";"A"
"1190";"A"
"1191";"A"
"1192";"A"
"1193";"A"
"1194";"A"
"1195";"A"
"1196";"A"
"1197";"A"
"1198";"A"
"1199";"A"
"1200";"A"
"1201";"A"
"1202";"A"
"1203";"A"
"1204";"A"
"1205";"A"
"1206";"A"
"1207";"A"
"1208";"B"
"1209";"D"
"1210";"D"
"1211";"D"
"1212";"D"
"1213";"C"
"1214";"C"
"1215";"A"
"1216";"A"
"1217";"A"
"1218";"C"
"1219";"A"
"1220";"A"
"1221";"C"
"1222";"D"
"1223";"D"
"1224";"D"
"1225";"D"
"1226";"D"
"1227";"A"
"1228";"B"
"1229";"A"
"1230";"D"
"1231";"D"
"1232";"D"
"1233";"D"
"1234";"D"
"1235";"A"
"1236";"A"
"1237";"C"
"1238";"A"
"1239";"A"
"1240";"A"
"1241";"A"
"1242";"A"
"1243";"A"
"1244";"A"
"1245";"A"
"1246";"A"
"1247";"A"
"1248";"A"
"1249";"A"
"1250";"C"
"1251";"A"
"1252";"A"
"1253";"A"
"1254";"A"
"1255";"C"
"1256";"A"
"1257";"A"
"1258";"A"
"1259";"A"
"1260";"A"
"1261";"A"
"1262";"A"
"1263";"A"
"1264";"A"
"1265";"A"
"1266";"A"
"1267";"A"
"1268";"A"
"1269";"A"
"1270";"A"
"1271";"A"
"1272";"A"
"1273";"A"
"1274";"A"
"1275";"A"
"1276";"A"
"1277";"A"
"1278";"A"
"1279";"A"
"1280";"A"
"1281";"A"
"1282";"A"
"1283";"A"
"1284";"A"
"1285";"A"
"1286";"A"
"1287";"A"
"1288";"A"
"1289";"A"
"1290";"A"
"1291";"A"
"1292";"A"
"1293";"A"
"1294";"A"
"1295";"A"
"1296";"A"
"1297";"A"
"1298";"A"
"1299";"A"
"1300";"A"
"1301";"A"
"1302";"A"
"1303";"A"
"1304";"A"
"1305";"A"
"1306";"A"
"1307";"A"
"1308";"A"
"1309";"A"
"1310";"A"
"1311";"A"
"1312";"A"
"1313";"A"
"1314";"A"
"1315";"A"
"1316";"A"
"1317";"A"
"1318";"A"
"1319";"A"
"1320";"A"
"1321";"A"
"1322";"A"
"1323";"A"
"1324";"A"
"1325";"A"
"1326";"A"
"1327";"A"
"1328";"A"
"1329";"A"
"1330";"A"
"1331";"A"
"1332";"A"
"1333";"A"
"1334";"A"
"1335";"A"
"1336";"A"
"1337";"A"
"1338";"A"
"1339";"A"
"1340";"A"
"1341";"A"
"1342";"A"
"1343";"A"
"1344";"A"
"1345";"A"
"1346";"A"
"1347";"A"
"1348";"A"
"1349";"A"
"1350";"A"
"1351";"A"
"1352";"A"
"1353";"A"
"1354";"A"
"1355";"A"
"1356";"A"
"1357";"A"
"1358";"A"
"1359";"A"
"1360";"A"
"1361";"A"
"1362";"A"
"1363";"A"
"1364";"A"
"1365";"A"
"1366";"A"
"1367";"A"
"1368";"A"
"1369";"A"
"1370";"A"
"1371";"A"
"1372";"A"
"1373";"A"
"1374";"A"
"1375";"A"
"1376";"A"
"1377";"A"
"1378";"A"
"1379";"A"
"1380";"A"
"1381";"A"
"1382";"A"
"1383";"D"
"1384";"D"
"1385";"D"
"1386";"D"
"1387";"D"
"1388";"D"
"1389";"D"
"1390";"A"
"1391";"A"
"1392";"A"
"1393";"A"
"1394";"D"
"1395";"D"
"1396";"D"
"1397";"D"
"1398";"A"
"1399";"A"
"1400";"A"
"1401";"A"
"1402";"A"
"1403";"A"
"1404";"A"
"1405";"A"
"1406";"A"
"1407";"A"
"1408";"A"
"1409";"D"
"1410";"D"
"1411";"D"
"1412";"D"
"1413";"D"
"1414";"D"
"1415";"D"
"1416";"D"
"1417";"D"
"1418";"D"
"1419";"D"
"1420";"A"
"1421";"A"
"1422";"D"
"1423";"D"
"1424";"D"
"1425";"D"
"1426";"D"
"1427";"D"
"1428";"D"
"1429";"D"
"1430";"D"
"1431";"A"
"1432";"A"
"1433";"A"
"1434";"A"
"1435";"A"
"1436";"D"
"1437";"D"
"1438";"D"
"1439";"D"
"1440";"D"
"1441";"D"
"1442";"A"
"1443";"D"
"1444";"D"
"1445";"D"
"1446";"D"
"1447";"D"
"1448";"D"
"1449";"B"
"1450";"A"
"1451";"A"
"1452";"A"
"1453";"A"
"1454";"A"
"1455";"A"
"1456";"A"
"1457";"A"
"1458";"A"
"1459";"A"
"1460";"A"
"1461";"A"
"1462";"A"
"1463";"D"
"1464";"B"
"1465";"D"
"1466";"D"
"1467";"A"
"1468";"D"
"1469";"A"
"1470";"A"
"1471";"A"
"1472";"A"
"1473";"A"
"1474";"A"
"1475";"D"
"1476";"D"
"1477";"D"
"1478";"C"
"1479";"B"
"1480";"D"
"1481";"C"
"1482";"A"
"1483";"A"
"1484";"A"
"1485";"A"
"1486";"A"
"1487";"A"
"1488";"D"
"1489";"D"
"1490";"B"
"1491";"D"
"1492";"D"
"1493";"D"
"1494";"D"
"1495";"A"
"1496";"D"
"1497";"A"
"1498";"D"
"1499";"A"
"1500";"A"
"1501";"D"
"1502";"C"
"1503";"B"
"1504";"C"
"1505";"C"
"1506";"C"
"1507";"A"
"1508";"C"
"1509";"C"
"1510";"A"
"1511";"A"
"1512";"A"
"1513";"A"
"1514";"A"
"1515";"A"
"1516";"A"
"1517";"D"
"1518";"D"
"1519";"D"
"1520";"D"
"1521";"D"
"1522";"D"
"1523";"D"
"1524";"D"
"1525";"D"
"1526";"D"
"1527";"D"
"1528";"A"
"1529";"A"
"1530";"A"
"1531";"A"
"1532";"A"
"1533";"A"
"1534";"A"
"1535";"A"
"1536";"A"
"1537";"A"
"1538";"A"
"1539";"A"
"1540";"A"
"1541";"A"
"1542";"A"
"1543";"A"
"1544";"A"
"1545";"A"
"1546";"A"
"1547";"A"
"1548";"A"
"1549";"A"
"1550";"A"
"1551";"A"
"1552";"A"
"1553";"A"
"1554";"A"
"1555";"A"
"1556";"A"
"1557";"A"
"1558";"A"
"1559";"A"
"1560";"A"
"1561";"A"
"1562";"A"
"1563";"A"
"1564";"A"
"1565";"A"
"1566";"B"
"1567";"E"
"1568";"E"
"1569";"C"
"1570";"C"
"1571";"C"
"1572";"A"
"1573";"C"
"1574";"C"
"1575";"C"
"1576";"A"
"1577";"D"
"1578";"D"
"1579";"E"
"1580";"E"
"1581";"C"
"1582";"C"
"1583";"C"
"1584";"A"
"1585";"A"
"1586";"A"
"1587";"A"
"1588";"A"
"1589";"A"
"1590";"C"
"1591";"C"
"1592";"A"
"1593";"A"
"1594";"A"
"1595";"A"
"1596";"A"
"1597";"A"
"1598";"A"
"1599";"A"
"1600";"A"
"1601";"A"
"1602";"A"
"1603";"D"
"1604";"A"
"1605";"A"
"1606";"A"
"1607";"A"
"1608";"A"
"1609";"A"
"1610";"A"
"1611";"A"
"1612";"A"
"1613";"A"
"1614";"A"
"1615";"A"
"1616";"A"
"1617";"A"
"1618";"A"
"1619";"A"
"1620";"A"
"1621";"A"
"1622";"A"
"1623";"A"
"1624";"A"
"1625";"A"
"1626";"A"
"1627";"A"
"1628";"A"
"1629";"A"
"1630";"A"
"1631";"A"
"1632";"A"
"1633";"A"
"1634";"C"
"1635";"C"
"1636";"C"
"1637";"C"
"1638";"C"
"1639";"D"
"1640";"D"
"1641";"D"
"1642";"D"
"1643";"C"
"1644";"C"
"1645";"D"
"1646";"D"
"1647";"D"
"1648";"D"
"1649";"C"
"1650";"C"
"1651";"C"
"1652";"C"
"1653";"C"
"1654";"C"
"1655";"D"
"1656";"D"
"1657";"D"
"1658";"D"
"1659";"D"
"1660";"C"
"1661";"C"
"1662";"C"
"1663";"A"
"1664";"A"
"1665";"A"
"1666";"A"
"1667";"A"
"1668";"A"
"1669";"A"
"1670";"A"
"1671";"A"
"1672";"D"
"1673";"D"
"1674";"D"
"1675";"C"
"1676";"C"
"1677";"C"
"1678";"C"
"1679";"C"
"1680";"D"
"1681";"D"
"1682";"D"
"1683";"E"
"1684";"E"
"1685";"C"
"1686";"C"
"1687";"C"
"1688";"C"
"1689";"D"
"1690";"D"
"1691";"D"
"1692";"D"
"1693";"D"
"1694";"D"
"1695";"D"
"1696";"D"
"1697";"D"
"1698";"D"
"1699";"D"
"1700";"D"
"1701";"D"
"1702";"D"
"1703";"B"
"1704";"B"
"1705";"B"
"1706";"B"
"1707";"C"
"1708";"B"
"1709";"E"
"1710";"D"
"1711";"E"
"1712";"C"
"1713";"D"
"1714";"E"
"1715";"D"
"1716";"C"
"1717";"E"
"1718";"D"
"1719";"C"
"1720";"B"
"1721";"B"
"1722";"E"
"1723";"E"
"1724";"E"
"1725";"C"
"1726";"C"
"1727";"E"
"1728";"B"
"1729";"B"
"1730";"B"
"1731";"B"
"1732";"B"
"1733";"B"
"1734";"E"
"1735";"E"
"1736";"E"
"1737";"C"
"1738";"D"
"1739";"D"
"1740";"D"
"1741";"B"
"1742";"B"
"1743";"B"
"1744";"B"
"1745";"C"
"1746";"D"
"1747";"B"
"1748";"B"
"1749";"B"
"1750";"C"
"1751";"E"
"1752";"E"
"1753";"B"
"1754";"D"
"1755";"E"
"1756";"B"
"1757";"D"
"1758";"D"
"1759";"D"
"1760";"D"
"1761";"D"
"1762";"D"
"1763";"D"
"1764";"D"
"1765";"D"
"1766";"D"
"1767";"B"
"1768";"B"
"1769";"E"
"1770";"E"
"1771";"E"
"1772";"E"
"1773";"D"
"1774";"C"
"1775";"B"
"1776";"B"
"1777";"E"
"1778";"E"
"1779";"E"
"1780";"E"
"1781";"D"
"1782";"B"
"1783";"B"
"1784";"B"
"1785";"B"
"1786";"B"
"1787";"B"
"1788";"E"
"1789";"E"
"1790";"E"
"1791";"C"
"1792";"E"
"1793";"E"
"1794";"B"
"1795";"C"
"1796";"E"
"1797";"E"
"1798";"E"
"1799";"E"
"1800";"D"
"1801";"D"
"1802";"D"
"1803";"B"
"1804";"E"
"1805";"B"
"1806";"B"
"1807";"B"
"1808";"B"
"1809";"B"
"1810";"B"
"1811";"B"
"1812";"B"
"1813";"B"
"1814";"D"
"1815";"B"
"1816";"B"
"1817";"B"
"1818";"B"
"1819";"B"
"1820";"B"
"1821";"B"
"1822";"B"
"1823";"B"
"1824";"B"
"1825";"A"
"1826";"A"
"1827";"A"
"1828";"C"
"1829";"C"
"1830";"A"
"1831";"A"
"1832";"B"
"1833";"B"
"1834";"B"
"1835";"B"
"1836";"B"
"1837";"B"
"1838";"B"
"1839";"B"
"1840";"D"
"1841";"D"
"1842";"B"
"1843";"B"
"1844";"B"
"1845";"B"
"1846";"B"
"1847";"B"
"1848";"B"
"1849";"D"
"1850";"D"
"1851";"B"
"1852";"C"
"1853";"C"
"1854";"C"
"1855";"C"
"1856";"C"
"1857";"C"
"1858";"C"
"1859";"C"
"1860";"C"
"1861";"C"
"1862";"B"
"1863";"B"
"1864";"B"
"1865";"E"
"1866";"E"
"1867";"B"
"1868";"E"
"1869";"E"
"1870";"B"
"1871";"C"
"1872";"C"
"1873";"C"
